propertyId;propertyType;district;coords
5374651;Hostal o pensión; Extramurs, Valencia;-0.388127,39.474088
5374850;Apartamento; Ciutat Vella, Valencia;-0.375246624537,39.468387070252
5395908;Habitación en casa particular; Poblados marítimos, Valencia;-0.328145,39.482145
5418023;Habitación en casa particular; Quatre Carreres, Valencia;-0.374031,39.455844
5421626;Apartamento; Poblados marítimos, Valencia;-0.3298593,39.4742734
5423036;Hostal o pensión; Extramurs, Valencia;-0.388127,39.474088
5423155;Habitación en casa particular; Extramurs, Valencia;-0.389303,39.475763
5426607;Habitación en casa particular; Quatre Carreres, Valencia;-0.373327,39.456601
5427108;Habitación en casa particular; Extramurs, Valencia;-0.391319,39.470398
5433175;Habitación en casa particular; Rascanya, Valencia;-0.376608,39.492083
5434091;Albergue; Camins al Grau, Valencia;-0.354547,39.466084
5441488;Habitación en casa particular; Quatre Carreres, Valencia;-0.373327,39.456601
5441777;Camping; Valencia;-0.333138,39.387056
5450613;Habitación en casa particular; Valencia;-0.392386,39.46784
5459514;Habitación en casa particular; Quatre Carreres, Valencia;-0.373327,39.456601
5464038;Apartamento; Ciutat Vella, Valencia;-0.373106699999994,39.470197
5466253;Apartamento; Poblados marítimos, Valencia;-0.325614205931543,39.4714395869154
5477394;Habitación en casa particular; La Saïdia, Valencia;-0.384796,39.487561
5500863;Habitación en casa particular; La Saïdia, Valencia;-0.384796,39.487561
5502152;Habitación en casa particular; Benicalap, Valencia;-0.398475,39.496494
5507857;Habitación en casa particular; Extramurs, Valencia;-0.3881269,39.4740879
5516825;Habitación en casa particular; Valencia;-0.391133,39.468035
5522932;Habitación en casa particular; Extramurs, Valencia;-0.3881269,39.4740879
5531073;Bed & breakfast; La Saïdia, Valencia;-0.378045,39.483004
5560260;Habitación en casa particular; Valencia;-0.535504,39.561041
5567318;Hostal o pensión; Quatre Carreres, Valencia;-0.370253,39.4580065
5604325;Habitación en casa particular; Eixample, Valencia;-0.3728309,39.4585302
5629632;Habitación en casa particular; Extramurs, Valencia;-0.38098,39.467584
5665653;Habitación en casa particular; Olivereta, Valencia;-0.40002,39.46679
5687127;Habitación en casa particular; Olivereta, Valencia;-0.396303,39.473942
5695905;Habitación en casa particular; Poblados marítimos, Valencia;-0.333533,39.448941
5772964;Hostal o pensión; Valencia;-0.381847,39.47345

